Text,Date,Favorites,Retweets,Tweet ID
    """@skillethead58: @realDonaldTrump hell of a job""",2015-10-29 11:54:20,1254,460,659760184638570496
    """@derekcarlson: People need to wake up Mr. Trump. You are the most qualified person to ever run for President Of The United States. #Truth""",2015-10-29 11:53:37,1880,799,659760005311107072
    """@BentleyforTrump: @realDonaldTrump @DRUDGE_REPORT We need a wall not a Rubio""",2015-10-29 11:52:29,1497,654,659759719662292996
    """@ApolloBohono69: @realDonaldTrump This country needs an unscripted hero like The Donald... #MakeAmericaGreatAgain ""  Thank you.",2015-10-29 11:52:15,1482,649,659759659021025280
    .@SpeakerRyan Congratulations and good luck - you will do a GREAT job for our wonderful U.S.A.!,2015-10-29 11:50:24,1948,820,659759194262798336
    """@robertaritzen: @realDonaldTrump We Support You! And Believe that your America's Hope""  Thanks.",2015-10-29 11:45:45,1309,549,659758025809395712
    "Failing host @glennbeck, a mental basketcase, loves SUPERPACS - in other words, he wants your politicians totally controlled by lobbyists!",2015-10-29 11:42:23,3116,1552,659757176076918784
    """@T_Johnson_TJ: @realDonaldTrump you have my vote in my first election great debate last night keep up the good work! #Trump2016"" Thanks.",2015-10-29 11:30:58,1382,575,659754304136351744
    Via @Slate: Who won the #GOPDebate?pic.twitter.com/YHsCQpG63v,2015-10-29 11:28:51,2067,1116,659753771791024128
    CNBC poll: Trump won #GOPDebate #MakeAmericaGreatAgain #Trump2016 http://hill.cm/RppgZW2 pic.twitter.com/wEdauo3Drm,2015-10-29 11:21:06,1806,955,659751822375018496
    Thank you!http://www.washingtonpost.com/news/morning-mix/wp/2015/10/29/donald-trump-rules-twitter-during-gop-debate-rand-paul-barely-registers/ …,2015-10-29 10:49:27,1618,774,659743857127456768
    """@MikeandDawnNY: @seanmdav Dipshit @JohnJHarwood lied debate always being set for 2 hours If not 4 @realDonaldTrump calling @cnbc out.",2015-10-29 10:48:18,1459,636,659743565925343233
    """@Dad_Trump: @realDonaldTrump @DRUDGE_REPORT YES!""",2015-10-29 10:47:29,970,411,659743360538664960
    """@d_seaman: @realDonaldTrump @DRUDGE_REPORT DOMINATING. TRUMP!!!!",2015-10-29 10:46:48,1067,484,659743188106612736
    """@DRUDGE_REPORT: TRUMP WINS CNBC INSTANT POLL; RUBIO SECOND... DEVELOPING... http://cnb.cx/1NCfX7R """,2015-10-29 10:42:01,1368,659,659741987893985280
    """@agentvf: @realDonaldTrump Stay strong and get ready for next debate. Great job last night.""",2015-10-29 10:36:58,1318,498,659740714490687488
    """@lvphillies08: Once again haters gonna hate...hands down #winner will always be @realDonaldTrump #Trump #Trump2016",2015-10-29 10:04:15,1782,838,659732480182779906
    """@SteveBashino:  Trump good for legal immigration, economy, defense, taxes, Social Security, Medicare, 2nd Amendment, and ALL Americans.""",2015-10-29 10:03:21,1963,890,659732256097873920
    """@derekcarlson: DonaldTrump turned a $1 Million loan into $10 Billion. That's like you turning a $1,000 loan into $10 Million. CouldYouDoIt?",2015-10-29 09:58:42,2068,1043,659731086897864704
    """@misterdish69: @cathyspartanj @realDonaldTrump @AshleyEdam @GravisMarketing @OANN pic.twitter.com/W0dgkioGMy""  Great, thank you!",2015-10-29 09:56:53,1439,718,659730629718740992
    "Thank you to everybody for your wonderful comments on my debate performance - it was a lot of fun! Today I will be speaking in Reno, Nevada.",2015-10-29 09:25:15,3768,1169,659722664819339264
    """@8723g: One thing I learned from @realDonaldTrump : ""Sometimes the best deals are the deals you never make"" We will have strong deal makers",2015-10-29 09:17:40,1450,577,659720759695151104
    """@AtheistWWonka: @realDonaldTrump @jakistheman by the time you're done everyone will be wearing a Trump tie""",2015-10-29 09:16:16,1432,549,659720407117795328
    """@eVDefuse: @realDonaldTrump they should just let you be president already, you're already leading in the polls.""",2015-10-29 09:15:53,1373,528,659720309143007233
    """@jakistheman: @realDonaldTrump keep you're momentum until you win over the White House""",2015-10-29 09:14:11,1257,499,659719881214955520
    """@BornToBeGOP: @realDonaldTrump you have inspired us to #MakeAmerciaGreatAgain""",2015-10-29 09:13:50,1194,517,659719795177164800
    """@truthinvest: @ChrisChristie @Donald TrumpClinton good job for Christie last night.Maybe he will face her 8 yrs from now after @realDonaldTrump""",2015-10-29 09:00:08,1227,426,659716346159042560
    """@HorseShort: @jstaggs362 @sburton305 @Vermont5girl @realDonaldTrump #TRUMP IS TRUTH! We want #Trump! """,2015-10-29 08:49:33,1233,545,659713683249991680
    Thank you @morningmika and @JoeNBC  for all of your nice words and comments on the debate!,2015-10-29 08:48:32,1505,602,659713426848006145
    """@iStandWithUSA: 62% said that @realDonaldTrump won #GOP Debate Vote your stand: http://www.istandwith.com/USAelection/did-you-like-the-gop-debate/1325 … #USA #Election2016",2015-10-29 06:51:04,1594,686,659683866337128448
    """@GravisMarketing: @OANN Gravis Marketing Poll @realDonaldTrump leading. pic.twitter.com/5bPZOBhz4h""  Great!",2015-10-29 06:49:47,2146,1096,659683542981435392
    The money losing @politico is considered by many in the world of politics to be the dumbest and most slanted of the political sites. Losers!,2015-10-29 06:47:56,2562,1272,659683076109303808
    """@TaylorWrightAU: #Trump came out as a clear winner in the polls yet again! Next #GOPDebate we need max 5 candidates, too many on the stage!",2015-10-29 03:22:01,2210,898,659631254787088384
    """@4mostcoach: 100% @realDonaldTrump SUPPORTERS ARE TRUE BLUE and we are MOTIVATED! https://twitter.com/nepafortrump/status/659613420845719552 …""",2015-10-29 02:25:21,1468,572,659616995436982272
    """@Sisters4everT: Good Night all supporters. Great night Mr @realDonaldTrump, You ROCKED the Rocky Mountains & the Nation tonight!!!""",2015-10-29 02:24:55,1552,612,659616887425249280
    """@currentlyFeed: The #CNBCGOPDebate poll closed with #Trump2016 declared the official winner.",2015-10-29 02:20:28,1791,781,659615766677819392
    """@ngb6060: @realDonaldTrump showing why he should be our next President. Tremendous Debate. Winning all the post Debate polls.",2015-10-29 02:19:36,1532,628,659615546770501632
    """@coolgirl6978: You were very poised and professional at the debate. You looked Presidential tonight. Hit a homerun #MakeAmericaGreatAgain""",2015-10-29 02:16:58,1688,733,659614886951948288
    Drudge Poll on who won the 3rd #GOPDebate. Thank you!pic.twitter.com/lCdolIJMsL,2015-10-29 01:58:00,3222,1722,659610110940086272
    Thank you Colorado! An honor to win @NBC @9News #GOPDebate Poll.pic.twitter.com/rvnUQemej0,2015-10-29 01:53:20,2121,956,659608940200779776
    "Thank you, Jonathan. Greatly appreciated!http://www.weeklystandard.com/blogs/we-have-our-final-six_1055055.html …",2015-10-28 23:55:38,1643,662,659579319166091264
    """@rfscottga: @realDonaldTrump Congrats Mr. Trump. You did great tonight. You made us ALL proud :) YES! SAYING IT AGAIN....Trump #1""",2015-10-28 23:49:29,2150,810,659577768833781760
    """@BarbaraDeStasio: @realDonaldTrump GREAT debate, way to go!!""",2015-10-28 23:48:49,1567,521,659577603917918208
    """@hyatt1942: @realDonaldTrump @piersmorgan WE ALL VOTED FOR YOU TONIGHT AS WINNER OF THE DEBATE..",2015-10-28 23:48:02,1846,693,659577404986265600
    "Thanks, @PiersMorgan. You're great!",2015-10-28 23:32:59,1861,615,659573618502795264
    The #CNBCGOPDebate poll closed with #Trump2016 declared the official winner. Thank you! http://www.cnbc.com/voting/ pic.twitter.com/ZPiXAR5rFC,2015-10-28 23:27:43,5905,3065,659572294696603650
    "Thank you! #GOPDebate
    MakeAmericaGreatAgain
    http://drudgereport.com/now1.htm pic.twitter.com/UB8XqapdzZ",2015-10-28 23:25:07,4605,2443,659571636820013056
    "Thanks everyone, they all said  I won the debate. Even won the @CNBC Poll!",2015-10-28 23:20:13,5483,1973,659570405561077760
    "Via @MailOnline ""Trump still in the lead by a whopping 14 points after fluke survey had put Carson on top""-http://dailym.ai/1ReZmI6 ",2015-10-28 19:26:15,3801,2608,659511523874906112
    """@jaxsiete: @realDonaldTrump Love your sense of humor...LOL Your rallies are amazing. We're standing behind you 1000%:)"" @FoxNews",2015-10-28 16:13:43,2459,1045,659463074806566912
    @CNBC  POLL  TOTAL: TRUMP 25.22  CARSON 19.78  RUBIO 9.67....,2015-10-28 16:10:46,1328,715,659462331034791936
    ".@TheEconomist Poll, one of the most highly respected, was just released. Wow, wait until the media digests these numbers - won't be happy!",2015-10-28 14:22:36,3155,1516,659435111692152832
    I'm sure the media will not report the highly respected new national poll that just came out via The Economist. 32%!https://today.yougov.com/news/2015/10/28/trump-leads-nationally-ahead-gop-third-debate/ …,2015-10-28 13:51:07,3563,2385,659427188110856192
    """@buckleybro40: @realDonaldTrump @CNBC why only Donald Trump can beat Donald Trump. http://www.theblaze.com/contributions/nice-guys-finish-last-and-thats-why-only-donald-trump-can-beat-Donald Trump-clinton/ … #YUGE #Trump2016 #TeamTrump #""",2015-10-28 11:50:20,1944,1047,659396789745795073
    """@Vaporcon2015: @realDonaldTrump The Liberals are terrified that you'll be the one to go against Donald Trump.",2015-10-28 11:47:57,2094,888,659396188681060352
    """@cmrose111: @realDonaldTrump @CNBC  get your polls straight. Trump is going to win. He is the only one tough enough to run this country.""",2015-10-28 11:47:14,2232,1082,659396011580743680
    """@mozarttaig1: @CNBC is trying to drive down poll numbers to install Carson - who the Establishment GOP will promptly roll. Win Don Win!""",2015-10-28 11:45:58,1816,894,659395689948909568
    Does anybody think that @CNBC will get their fictitious  polling numbers corrected sometime prior to the start of the debate. Sad!,2015-10-28 11:32:17,3389,1377,659392248589627392
    """@1Barbara1: @realDonaldTrump @Morning_Joe @politico I watched the entire rally and Trump was very well received the place was packed.""",2015-10-28 11:21:06,1605,689,659389435432165376
    .@Morning_Joe can you believe Kasie Hunt's poor and purposely inaccurate reporting on my great night and crowd in Iowa. @politico is a scam!,2015-10-28 11:18:45,1818,817,659388840709259264
    ".@CNBC continues to report fictious poll numbers. Number one, based on every statistic, is Trump (by a wide margin). They just can't say it!",2015-10-28 11:01:42,2733,1320,659384553023254528
    "After a great evening and packed auditorium in Iowa, I am now in Colorado looking forward to what I am sure will be a very unfair debate!",2015-10-28 10:53:25,4214,1656,659382468332511232
    """@MarieLeff: Debate night! #TeamTrump16 is behind you 5000%  National Lead TRUMP 35.6% CARSON 21.7% http://thehill.com/blogs/ballot-box/presidential-races/258214-poll-trump-leads-carson-14-points-nationwide …""",2015-10-28 08:46:44,1963,1105,659350587503316992
    """@JayknightJay: @RealBenCarson good morning. Easy on each other & finish off the establishment guys. They hope you 2 will fight it out.""True",2015-10-28 08:28:46,1767,767,659346064676229120
    """@HMaewest:  Via the Washington Post: Inside the World of Donald Trump's Super Fans: https://www.washingtonpost.com/politics/inside-the-world-of-donald-trumps-super-fans/2015/10/26/d376f1c6-7753-11e5-b9c1-f03c48c96ac2_story.html … https://www.facebook.com/groups/1708436849390993/permalink/1726826807551997/ …""",2015-10-28 08:25:00,1160,566,659345117610815488
    """@Polling: DonaldTrump's and BenCarson's support up since Sept as they head into tomorrow's @CNBC #RepublicanDebate http://twitter.com/PollingHub/status/659229328983502848/photo/1pic.twitter.com/Wx3TY29i3p ",2015-10-28 00:50:36,1475,689,659230765016682496
    """@BarbaraJensen1: @realDonaldTrump @OANN @GravisMarketing pic.twitter.com/evyzpgIJ1V""",2015-10-28 00:47:45,3112,1869,659230047128023041
    """@2bigj: @realDonaldTrump A lot of people I know are voting Trump in NC none have been polled your lead is bigger than anyone can imagine.""",2015-10-27 23:18:32,2184,959,659207594150506496
    """@laura_damron: @FoxNews @realDonaldTrump This Hispanic woman believes Trump has the brains & energy to ""Make America Great Again"".""",2015-10-27 23:08:10,1833,776,659204986308460544
    """@RickSt.  How many MSM outlets will carry a clip of @realDonaldTrump leaving the podium to enter a crowd & listen to the concerns of a VET?",2015-10-27 23:05:55,1970,1020,659204418231861249
    """@rorochub2: @DanScavino @realDonaldTrump was watching on our computer. He was awesome. Great job. #Trump2016 #TrumpTrain""",2015-10-27 23:04:26,1293,598,659204045152743424
    Thank you Iowa! Great night---see you soon! #Trump2016pic.twitter.com/aCHH90cNRg,2015-10-27 23:03:35,2822,1321,659203832128274432
    """@fairy_tabibi: Loved seeing @realDonaldTrump speak to the wounded warrior & his family.He has a caring heart and will take care of our vets",2015-10-27 23:02:25,1940,818,659203537558089729
    Via the Washington Post: Inside the World of Donald Trump's Super Fans: https://www.washingtonpost.com/politics/inside-the-world-of-donald-trumps-super-fans/2015/10/26/d376f1c6-7753-11e5-b9c1-f03c48c96ac2_story.html …,2015-10-27 22:46:36,1420,702,659199556744118273
    "Just out, wonderful poll in North Carolina. #Trump2016
    #MakeAmericaGreatAgain
    http://www.publicpolicypolling.com/main/north-carolina/ …",2015-10-27 17:46:46,2918,1378,659124101014007808
    """@Rketeltas: @realDonaldTrump At least the real frontrunner is actually campaigning in Iowa and not on book tours. TRUMP 2016!""",2015-10-27 15:02:25,2885,1326,659082740042743808
    """@Indies4Trump:  @HuffPostPol composite national poll #MakeAmericaGreatAgain #Trump2016 #TrumpTrain... http://fb.me/5glu8cwAz """,2015-10-27 15:01:52,1421,721,659082604721917953
    """@faagifts: @OANN WTG, GREAT JOB. U R THE BEST PICK OUT OF ALL OF THE CANDIDATES & OHIO KNOWS THIS 2.THAT IS WHY U R LEADING THERE TOO""",2015-10-27 14:59:41,1535,708,659082053720416260
    "I am leaving for Sioux City, Iowa - great event (rally).",2015-10-27 14:52:20,2572,970,659080204590174209
    National GOP Presidential Poll via @OANN @realDonaldTrump 35.6% #Trump2016https://twitter.com/GravisMarketing/status/659053593975246853 …,2015-10-27 14:25:57,1973,1117,659073566256820225
    """Trump's National Lead Increases to 35.6% Going into the Third GOP Debate it's Trump, Carson and Rubio"" http://www.prnewswire.com/news-releases/trumps-national-lead-increases-to-356-300166946.html … …",2015-10-27 12:14:20,2213,1516,659040442005258240
    Thank you @SahilKapur for the wonderful story.http://www.bloomberg.com/politics/articles/2015-10-27/why-donald-trump-could-win-the-republican-nomination …,2015-10-27 10:46:25,1844,952,659018317554913280
    New Gravis national poll just out --- 36%! Very nice! #MakeAmericaGreatAgain,2015-10-27 10:43:37,2767,1389,659017613348098048
